,UniProtID,proteinNames,txt_subunit,geneNames
782,P0A6T5,['GTP cyclohydrolase 1'],"Toroid-shaped homodecamer, composed of two pentamers of five dimers.","['folE', 'b2153', 'JW2140']"
783,P0AF32,['Respiratory nitrate reductase 2 gamma chain'],"Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane.","['narV', 'b1465', 'JW1460']"
784,P45522,"['Glutathione-regulated potassium-efflux system protein KefB', 'K(+)/H(+) antiporter', 'NEM-activable K(+)/H(+) antiporter']",Interacts with the regulatory subunit KefG.,"['kefB', 'trkB', 'b3350', 'JW3313']"
785,P0A7I7,['GTP cyclohydrolase-2'],Homodimer.,"['ribA', 'b1277', 'JW1269']"
786,P33232,['L-lactate dehydrogenase'],Forms homooligomers.,"['lldD', 'lctD', 'b3605', 'JW3580']"
787,P11349,"['Respiratory nitrate reductase 1 beta chain', 'Nitrate reductase A subunit beta', 'Quinol-nitrate oxidoreductase subunit beta']","Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane.","['narH', 'b1225', 'JW1216']"
788,P25552,"[""Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase"", 'Guanosine pentaphosphate phosphohydrolase', ""pppGpp-5'-phosphohydrolase""]","Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane.","['gppA', 'gpp', 'b3779', 'JW5603']"
789,P19319,['Respiratory nitrate reductase 2 alpha chain'],"Tetramer composed of an alpha, a beta and 2 gamma chains. Alpha and beta are catalytic chains; gamma chain is involved in binding the enzyme complex to the cytoplasmic membrane.","['narZ', 'b1468', 'JW1463']"
790,P77252,['Uncharacterized protein YkgE'],"Tetramer composed of an alpha, a beta and 2 gamma chains. Alpha and beta are catalytic chains; gamma chain is involved in binding the enzyme complex to the cytoplasmic membrane.","['ykgE', 'b0306', 'JW5041']"
791,P76641,['Guanine deaminase'],"Tetramer composed of an alpha, a beta and 2 gamma chains. Alpha and beta are catalytic chains; gamma chain is involved in binding the enzyme complex to the cytoplasmic membrane.","['guaD', 'ygfP', 'b2883', 'JW5466']"
792,P77433,['Uncharacterized protein YkgG'],"Tetramer composed of an alpha, a beta and 2 gamma chains. Alpha and beta are catalytic chains; gamma chain is involved in binding the enzyme complex to the cytoplasmic membrane.","['ykgG', 'b0308', 'JW5042']"
793,P77536,['Uncharacterized electron transport protein YkgF'],"Tetramer composed of an alpha, a beta and 2 gamma chains. Alpha and beta are catalytic chains; gamma chain is involved in binding the enzyme complex to the cytoplasmic membrane.","['ykgF', 'b0307', 'JW0300']"
794,P11350,"['Respiratory nitrate reductase 1 gamma chain', 'Cytochrome B-NR', 'Nitrate reductase A subunit gamma', 'Quinol-nitrate oxidoreductase subunit gamma']","Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane.","['narI', 'chlI', 'b1227', 'JW1218']"
795,P0A9M5,"['Xanthine-guanine phosphoribosyltransferase', 'XGPRT']",Homotetramer.,"['gpt', 'gpp', 'gxu', 'b0238', 'JW0228']"
796,P0A9M2,"['Hypoxanthine phosphoribosyltransferase', 'HPRT']",Homotetramer.,"['hpt', 'b0125', 'JW5009']"
797,P0A8G3,"['Uronate isomerase', 'Glucuronate isomerase', 'Uronic isomerase']",Homotetramer.,"['uxaC', 'ygjX', 'ygjY', 'ygjZ', 'b3092', 'JW3063']"
798,P37758,"['Nitrate/nitrite transporter NarU', 'Nitrite extrusion protein 2', 'Nitrite facilitator 2']",Homotetramer.,"['narU', 'yddF', 'b1469', 'JW1464']"
799,P76473,"['Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase', '4-amino-4-deoxy-L-arabinose lipid A transferase', 'Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase', 'Polymyxin resistance protein PmrK', 'Undecaprenyl phosphate-alpha-L-Ara4N transferase']",Homotetramer.,"['arnT', 'pmrK', 'yfbI', 'b2257', 'JW2251']"
800,P0A910,"['Outer membrane protein A', 'OmpA', 'Outer membrane porin A', 'Outer membrane protein 3A', 'Outer membrane protein B', 'Outer membrane protein II*', 'Outer membrane protein d']","Monomer (PubMed:10764596, PubMed:1370823, PubMed:9808047). Homodimer (PubMed:16079137, PubMed:21697552, PubMed:24746938). Interacts with Lpp (PubMed:3013869). About 10% of the C-terminal periplasmic domain dimerizes when expressed without the N-terminal domain (PubMed:24746938, PubMed:25135663). Interacts with F plasmid-encoded TraN during conjugation (Probable) (PubMed:16272376).","['ompA', 'con', 'tolG', 'tut', 'b0957', 'JW0940']"
801,P00722,"['Beta-galactosidase', 'Beta-gal']",Homotetramer.,"['lacZ', 'b0344', 'JW0335']"
802,P76045,['Outer membrane porin G'],Monomer.,"['ompG', 'b1319', 'JW1312']"
803,P33363,"['Periplasmic beta-glucosidase', 'Beta-D-glucoside glucohydrolase', 'Cellobiase', 'Gentiobiase']",Monomer.,"['bglX', 'yohA', 'b2132', 'JW2120']"
804,P24232,"['Flavohemoprotein', 'Flavohemoglobin', 'HMP', 'Hemoglobin-like protein', 'Nitric oxide dioxygenase']",Monomer.,"['hmp', 'fsrB', 'hmpA', 'b2552', 'JW2536']"
805,P76491,"[""5'-deoxynucleotidase YfbR"", ""5'-deoxyribonucleotidase"", ""Nucleoside 5'-monophosphate phosphohydrolase""]",Homodimer.,"['yfbR', 'b2291', 'JW2288']"
806,P76773,['Porin OmpL'],Homodimer.,"['ompL', 'yshA', 'b3875', 'JW3846']"
807,P0ACV6,"['Murein peptide amidase A', 'Gamma-D-Glu-Dap amidase', 'Zinc metallocarboxypeptidase MpaA']",Homodimer.,"['mpaA', 'ycjI', 'b1326', 'JW1319']"
808,P60844,"['Aquaporin Z', 'Bacterial nodulin-like intrinsic protein', 'Water channel AqpZ']",Homotetramer.,"['aqpZ', 'bniP', 'b0875', 'JW0859']"
809,P0A840,"[""5'/3'-nucleotidase SurE"", 'Exopolyphosphatase', 'Nucleoside monophosphate phosphohydrolase', 'Stationary-phase survival protein SurE']",Monomer and homooligomer in solution. The oligomeric complex consists of at least four subunits.,"['surE', 'ygbC', 'b2744', 'JW2714']"
810,P76083,['3-hydroxyadipyl-CoA dehydrogenase'],Homotrimer.,"['paaH', 'ydbU', 'b1395', 'JW1390']"
811,P0A8Y1,"[""Pyrimidine 5'-nucleotidase YjjG"", 'House-cleaning nucleotidase', 'Non-canonical pyrimidine nucleotide phosphatase', ""Nucleoside 5'-monophosphate phosphohydrolase"", 'dUMP phosphatase']","Monomer, homodimer and possibly homotetramer in solution.","['yjjG', 'b4374', 'JW4336']"
812,P75742,['Dipeptide permease D'],"Monomer, homodimer and possibly homotetramer in solution.","['dtpD', 'ybgH', 'b0709', 'JW0699']"
813,P0AGK1,"['4-hydroxybenzoate octaprenyltransferase', '4-HB polyprenyltransferase', 'PHB octaprenyl transferase']","Monomer, homodimer and possibly homotetramer in solution.","['ubiA', 'cyr', 'b4040', 'JW4000']"
814,P07024,['Protein UshA'],Monomer.,"['ushA', 'b0480', 'JW0469']"
815,P77589,"['3-(3-hydroxy-phenyl)propionate transporter', '3HPP transporter']",Monomer.,"['mhpT', 'orfT', 'yaiK', 'b0353', 'JW5046']"
816,P77304,['Dipeptide and tripeptide permease A'],Monomer (Probable). Has a crown-like structure with a diameter of 8 nm and a central density.,"['dtpA', 'tppB', 'ydgR', 'b1634', 'JW1626']"
817,P61517,['Carbonic anhydrase 2'],Homodimer.,"['can', 'cynT2', 'yadF', 'b0126', 'JW0122']"
818,P39286,['Small ribosomal subunit biogenesis GTPase RsgA'],"Monomer (Probable). All of the protein is associated with ribosomes; the ratio is substoichiometric at 1:200 RsgA/ribosome (PubMed:14973029). Association is tightest with the 30S subunit in the presence of the non-hydrolyzable GTP analog GMP-PNP (PubMed:14973029, PubMed:15466596). 2 cryoelectron microscopy (cryo-EM) structures in complex with 30S ribosomes have been resolved; the protein is determined to bind to different but partially overlapping regions of the 30S ribosomal subunit (PubMed:21788480, PubMed:21960487). One cryo-EM study suggests it contacts ribosomal proteins uS3, uS12 and uS13 as well as 16S rRNA (PubMed:21788480). Another cryo-EM study shows it to bind 16S rRNA, no ribosomal proteins, and to cover the sites of intersubunit bridges B2a, B3 and B7a (PubMed:21960487). Has a significant preference for mature versus immature 30S ribosomes in the presence of GMP-PNP (PubMed:21102555, PubMed:27382067). Another study shows it binds equally well to mature and immature 30S ribosomal subunits in the presence of GMP-PNP (PubMed:25904134).","['rsgA', 'engC', 'yjeQ', 'b4161', 'JW4122']"
819,P0ABE9,['Carbonic anhydrase 1'],Oligomer.,"['cynT', 'b0339', 'JW0330']"
820,P36837,['Dipeptide and tripeptide permease B'],Oligomer.,"['dtpB', 'yhiP', 'b3496', 'JW3463']"
821,Q47690,['Homocysteine S-methyltransferase'],Monomer.,"['mmuM', 'yagD', 'b0261', 'JW0253']"
822,P39276,['Dipeptide and tripeptide permease C'],Monomer.,"['dtpC', 'yjdL', 'b4130', 'JW4091']"
823,P77319,['Chaperone protein HscC'],Monomer.,"['hscC', 'ybeW', 'b0650', 'JW0645']"
824,P0AEA5,"['Protoheme IX farnesyltransferase', 'Heme B farnesyltransferase', 'Heme O synthase']",Monomer.,"['cyoE', 'b0428', 'JW0418']"
825,P0A9S1,['Lactaldehyde reductase'],Homodimer.,"['fucO', 'b2799', 'JW2770']"
826,Q9R9D6,['Lipopolysaccharide core heptose(I) kinase WaaP'],Homodimer.,"['waaP', 'rfaP']"
827,P39411,"['Inosine/xanthosine triphosphatase', 'ITPase/XTPase', 'Non-canonical purine NTP phosphatase', 'Non-standard purine NTP phosphatase', 'Nucleoside-triphosphate phosphatase', 'NTPase']",Homodimer.,"['yjjX', 'b4394', 'JW5801']"
828,P33026,['Sugar efflux transporter B'],Homodimer.,"['setB', 'yeiO', 'b2170', 'JW2157']"
829,Q9ZIS7,['Lipopolysaccharide core heptose(II) kinase WaaY'],Homodimer.,"['waaY', 'rfaY']"
830,P31675,['Sugar efflux transporter A'],Homodimer.,"['setA', 'yabM', 'b0070', 'JW0069']"
831,P07102,"['Phytase AppA', '6-phytase', 'Histidine acid phosphatase phytase', 'HAP phytase', 'Myo-inositol hexakisphosphate phosphohydrolase', 'Phosphoanhydride phosphatase', 'pH 2.5 acid phosphatase', 'Acid phosphatase']",Monomer.,"['appA', 'b0980', 'JW0963']"
832,P24173,['Lipopolysaccharide heptosyltransferase 1'],Monomer.,"['waaC', 'rfa-2', 'rfaC', 'yibC', 'b3621', 'JW3596']"
833,P0AEY3,"['Nucleoside triphosphate pyrophosphohydrolase', 'NTP-PPase']",Homodimer. Interacts with Era.,"['mazG', 'b2781', 'JW2752']"
834,P02920,['Lactose permease'],Monomer.,"['lacY', 'b0343', 'JW0334']"
835,P37692,['Lipopolysaccharide heptosyltransferase 2'],Monomer.,"['waaF', 'rfaF', 'b3620', 'JW3595']"
836,P06149,"['Quinone-dependent D-lactate dehydrogenase', '(R)-lactate:quinone 2-oxidoreductase', 'D-lactate dehydrogenase', 'D-LDH', 'Respiratory D-lactate dehydrogenase']",Monomer.,"['dld', 'b2133', 'JW2121']"
837,P52061,"['dITP/XTP pyrophosphatase', 'Deoxyribonucleoside triphosphate pyrophosphohydrolase', 'Inosine triphosphate pyrophosphatase', 'ITPase', 'Non-canonical purine NTP pyrophosphatase', 'Non-standard purine NTP pyrophosphatase', 'Nucleoside-triphosphate diphosphatase', 'Nucleoside-triphosphate pyrophosphatase', 'NTPase']",Homodimer.,"['rdgB', 'yggV', 'b2954', 'JW2921']"
838,P25742,['Lipopolysaccharide heptosyltransferase 3'],Homodimer.,"['waaQ', 'rfaQ', 'b3632', 'JW3607']"
839,P77788,['CTP pyrophosphohydrolase'],Monomer.,"['nudG', 'ynjG', 'b1759', 'JW1748']"
840,P27242,"['Putative lipopolysaccharide heptosyltransferase 4', 'ADP-heptose:LPS heptosyltransferase 4', 'HepIV transferase']",Monomer.,"['waaU', 'rfaK', 'waaK', 'b3623', 'JW3598']"
841,P15723,['Deoxyguanosinetriphosphate triphosphohydrolase'],Homotetramer.,"['dgt', 'b0160', 'JW0156']"
842,P52643,"['D-lactate dehydrogenase', 'D-LDH']",Homotetramer.,"['ldhA', 'hslI', 'htpH', 'b1380', 'JW1375']"
843,P76423,['Hydroxyethylthiazole kinase'],Homotetramer.,"['thiM', 'b2104', 'JW2091']"
844,P04693,['Aromatic-amino-acid aminotransferase'],Homodimer.,"['tyrB', 'b4054', 'JW4014']"
845,P08201,['Nitrite reductase (NADH) large subunit'],Homodimer which associates with NirD.,"['nirB', 'b3365', 'JW3328']"
846,P0A9I8,['Nitrite reductase (NADH) small subunit'],Associates with NirB.,"['nirD', 'b3366', 'JW3329']"
847,P0A6V8,['Glucokinase'],Associates with NirB.,"['glk', 'b2388', 'JW2385']"
848,P0AAK7,['Protein NrfC'],Associates with NirB.,"['nrfC', 'yjcJ', 'b4072', 'JW4033']"
849,P07813,['Leucine--tRNA ligase'],Monomer.,"['leuS', 'b0642', 'JW0637']"
850,P23917,"['Fructokinase', 'D-fructose kinase', 'Manno(fructo)kinase']",Monomer.,"['mak', 'yajF', 'b0394', 'JW0385']"
851,P04816,['Leucine-specific-binding protein'],Monomer.,"['livK', 'b3458', 'JW3423']"
852,P0AC81,"['Lactoylglutathione lyase', 'Aldoketomutase', 'Glyoxalase I', 'Glx I', 'Ketone-aldehyde mutase', 'Methylglyoxalase', 'S-D-lactoylglutathione methylglyoxal lyase']",Homodimer.,"['gloA', 'b1651', 'JW1643']"
853,P0ABK9,['Cytochrome c-552'],"Homodimer (PubMed:11863430, PubMed:18311941). Component of a membrane-associated heterooligomeric complex (Probable).","['nrfA', 'b4070', 'JW4031']"
854,P06988,"['Histidinol dehydrogenase', 'HDH']",Homodimer.,"['hisD', 'b2020', 'JW2002']"
855,P0ABL1,['Cytochrome c-type protein NrfB'],Homodimer.,"['nrfB', 'yjcI', 'b4071', 'JW4032']"
856,Q9S5G5,['Histidine biosynthesis bifunctional protein HisB'],Homodimer.,"['hisB', 'Z3184', 'ECs2823']"
857,P32709,['Protein NrfD'],Homodimer.,"['nrfD', 'yjcK', 'b4073', 'JW4034']"
858,P37001,['Lipid A palmitoyltransferase PagP'],Homodimer.,"['pagP', 'crcA', 'ybeG', 'b0622', 'JW0617']"
859,P60906,['Histidine--tRNA ligase'],Homodimer.,"['hisS', 'b2514', 'JW2498']"
860,P0AEU0,"['Histidine-binding periplasmic protein', 'HBP']","The complex is composed of two ATP-binding proteins (HisP), two transmembrane proteins (HisM and HisQ) and a solute-binding protein (HisJ).","['hisJ', 'b2309', 'JW2306']"
861,P32099,['Lipoate-protein ligase A'],Monomer.,"['lplA', 'yjjF', 'b4386', 'JW4349']"
862,P37748,['Putative O-antigen polymerase'],Monomer.,"['wbbH', 'rfc', 'wzy', 'yefF', 'b2035', 'JW2020']"
863,P15993,"['Aromatic amino acid transport protein AroP', 'Aromatic amino acid:H(+) symporter AroP', 'General aromatic amino acid permease', 'General aromatic transport system']",Monomer.,"['aroP', 'b0112', 'JW0108']"
864,P35272,['Chain length determinant protein'],Monomer.,"['wzzB', 'cld', 'rol']"
865,P77044,"['2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase', '2-hydroxy-6-ketonona-2,4-diene-1,9-dioic acid 5,6-hydrolase', '2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioic acid 5,6-hydrolase', '2-hydroxy-6-oxonona-2,4-diene-1,9-dioic acid 5,6-hydrolase']",Homodimer.,"['mhpC', 'b0349', 'JW0340']"
866,P37750,['Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ'],Homodimer.,"['wbbJ', 'yefH', 'b2033', 'JW2018']"
867,P60720,"['Octanoyltransferase', 'Lipoate-protein ligase B', 'Lipoyl/octanoyl transferase', 'Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase']",Monomer or homotrimer. Both forms are active.,"['lipB', 'b0630', 'JW5089']"
868,P60716,"['Lipoyl synthase', 'Lip-syn', 'LS', 'Lipoate synthase', 'Lipoic acid synthase', 'Sulfur insertion protein LipA']",Monomer or homodimer.,"['lipA', 'lip', 'b0628', 'JW0623']"
869,P06983,"['Porphobilinogen deaminase', 'PBG', 'Hydroxymethylbilane synthase', 'HMBS', 'Pre-uroporphyrinogen synthase']",Monomer.,"['hemC', 'popE', 'b3805', 'JW5932']"
870,P40191,"['Pyridoxine/pyridoxal/pyridoxamine kinase', 'PN/PL/PM kinase', 'B6-vitamer kinase', 'Pyridoxal kinase 1', 'PL kinase 1']",Homodimer.,"['pdxK', 'yfeI', 'b2418', 'JW2411']"
871,P10441,['Lipid-A-disaccharide synthase'],Homodimer.,"['lpxB', 'pgsB', 'b0182', 'JW0177']"
872,P37746,['Putative O-antigen transporter'],Homodimer.,"['rfbX', 'wzx', 'b2037', 'JW2022']"
873,P37749,"['Beta-1,6-galactofuranosyltransferase WbbI', 'D-Galf:alpha-D-Glc beta-1,6-galactofuranosyltransferase', 'GalF transferase']",Homodimer.,"['wbbI', 'yefG', 'b2034', 'JW2019']"
874,P76422,"['Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase', 'Hydroxymethylpyrimidine kinase', 'HMP kinase', 'Hydroxymethylpyrimidine phosphate kinase']",Monomer.,"['thiD', 'thiJ', 'b2103', 'JW2090']"
875,P37751,['Putative glycosyltransferase WbbK'],Monomer.,"['wbbK', 'yefI', 'b2032', 'JW2017']"
876,P0ADA1,"['Thioesterase 1/protease 1/lysophospholipase L1', 'TAP', 'Acyl-CoA thioesterase 1', 'TESA', 'Acyl-CoA thioesterase I', 'Arylesterase', 'Lysophospholipase L1', 'Oleoyl-[acyl-carrier-protein] hydrolase', 'Phospholipid degradation C', 'Pldc', 'Protease 1', 'Protease I', 'Thioesterase I/protease I', 'TEP-I']",Monomer or homotetramer.,"['tesA', 'apeA', 'pldC', 'b0494', 'JW0483']"
877,P0AA67,['Threonine/homoserine exporter RhtA'],Monomer or homotetramer.,"['rhtA', 'ybiF', 'b0813', 'JW0798']"
878,P07000,['Lysophospholipase L2'],Monomer or homotetramer.,"['pldB', 'b3825', 'JW5584']"
879,P68066,['Autonomous glycyl radical cofactor'],Monomer or homotetramer.,"['grcA', 'yfiD', 'b2579', 'JW2563']"
880,P0AG34,['Homoserine/homoserine lactone efflux protein'],Monomer or homotetramer.,"['rhtB', 'yigK', 'b3824', 'JW5585']"
881,P42632,"['PFL-like enzyme TdcE', 'Keto-acid formate acetyltransferase', 'Keto-acid formate-lyase', 'Ketobutyrate formate-lyase', 'KFL', 'Pyruvate formate-lyase', 'PFL']",Monomer or homotetramer.,"['tdcE', 'yhaS', 'b3114', 'JW5522']"
882,P51020,"['4-hydroxy-2-oxovalerate aldolase', 'HOA', '4-hydroxy-2-keto-pentanoic acid aldolase', '4-hydroxy-2-oxopentanoate aldolase']",Interacts with MhpF.,"['mhpE', 'b0352', 'JW0343']"
883,P09373,['Formate acetyltransferase 1'],Homodimer (PubMed:10504733). Interacts specifically with FocA (PubMed:24887098).,"['pflB', 'pfl', 'b0903', 'JW0886']"
884,P0A9N4,"['Pyruvate formate-lyase 1-activating enzyme', 'Formate-C-acetyltransferase-activating enzyme 1', 'PFL-activating enzyme 1']",Monomer.,"['pflA', 'act', 'b0902', 'JW0885']"
885,P52095,"['Constitutive lysine decarboxylase', 'LDCC']",Homodecamer; built of five dimers associated in a 5-fold symmetrical double-ring.,"['ldcC', 'ldc', 'ldcH', 'b0186', 'JW0181']"
886,P0A8N3,['Lysine--tRNA ligase'],Homodimer.,"['lysS', 'asuD', 'herC', 'b2890', 'JW2858']"
887,P25737,"['Lysine-specific permease LysP', 'Lysine transporter LysP', 'Trigger transporter LysP']","Interacts strongly with the transcriptional activator CadC in the absence of lysine or at low lysine concentrations (PubMed:18086202, PubMed:24056175). Interaction is markedly attenuated under increasing lysine levels (PubMed:24056175). Concomitant pH-dependent protonation of periplasmic amino acids in both proteins dissolves their electrostatic connections resulting in further destabilization of the CadC/LysP interaction (PubMed:24056175). Low pH promotes oligomerization of LysP (PubMed:24056175).","['lysP', 'cadR', 'b2156', 'JW2143']"
