reac,reaction,ec_number
METTRS,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,6.1.1.10
METabcpp,atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c,NA
METtex_num1,met__L_e --> met__L_p,NA
MG2t3_2pp,2.0 h_c + mg2_p --> 2.0 h_p + mg2_c,NA
MG2tex_num1,mg2_e --> mg2_p,NA
MG2tpp,mg2_p --> mg2_c,NA
MTRPOX,Nmtrp_c + h2o_c + o2_c --> fald_c + h2o2_c + trp__L_c,1.5.3.2
N2Otex_num1,n2o_e --> n2o_p,NA
N2Otpp,n2o_p --> n2o_c,NA
NACODA,acg5sa_c + h2o_c --> ac_c + glu5sa_c,NA
NACtex_num1,nac_e --> nac_p,NA
MG2uabcpp,atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c,3.6.3.2
MGSA,dhap_c --> mthgxl_c + pi_c,4.2.3.3
MI1PP,h2o_c + mi1p__D_c --> inost_c + pi_c,3.1.3.25
NACtpp,nac_p --> nac_c,NA
MICITDr,2mcacn_c + h2o_c --> micit_c,4.2.1.99
MLTG3,h2o_c + maltpt_c --> glc__D_c + maltttr_c,3.2.1.20
MINCYCtex_num1,mincyc_e --> mincyc_p,NA
MINCYCtpp,h_p + mincyc_p --> h_c + mincyc_e,NA
MINOHPtexi,minohp_e --> minohp_p,NA
MLDCP1App,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p,3.4.17.13
NADDP_num1,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,3.6.1.22
NADH10,h_c + mqn8_c + nadh_c --> mql8_c + nad_c,NA
NADH16pp,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,1.6.5.3
NADH17pp,4.0 h_c + mqn8_c + nadh_c --> 3.0 h_p + mql8_c + nad_c,1.6.5.3
NADH18pp,2dmmq8_c + 4.0 h_c + nadh_c --> 2dmmql8_c + 3.0 h_p + nad_c,1.6.5.3
NADH5,h_c + nadh_c + q8_c --> nad_c + q8h2_c,NA
NADH9,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,NA
NADK,atp_c + nad_c --> adp_c + h_c + nadp_c,2.7.1.23
MLTG4,h2o_c + malthx_c --> glc__D_c + maltpt_c,3.2.1.20
NADN,h2o_c + nad_c --> adprib_c + h_c + ncam_c,3.2.2.5
NADPHQR2,h_c + nadph_c + q8_c --> nadp_c + q8h2_c,NA
NH4tex_num1,nh4_e --> nh4_p,NA
NH4tpp_num1,nh4_p --> nh4_c,NA
NHFRBO,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c,1.7.1.14
NADPHQR3,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,NA
NI2abcpp,atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c,3.6.3.24
NADPHQR4,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c,NA
MLTG5,h2o_c + malthp_c --> glc__D_c + malthx_c,3.2.1.20
NADPPPS,h2o_c + nadp_c --> nad_c + pi_c,3.1.3.-
NADS1,atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,6.3.1.5
NI2t3pp_num1,h_p + ni2_c --> h_c + ni2_p,NA
NI2tex_num1,ni2_e --> ni2_p,NA
NI2tpp,ni2_p --> ni2_c,NA
NI2uabcpp_num1,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c,3.6.3.24
NMNAT_num1,atp_c + h_c + nmn_c --> nad_c + ppi_c,2.7.7.1
NMNDA,h2o_c + nmn_c --> nh4_c + nicrnt_c,3.5.1.42
NADTRHD_num1,nad_c + nadph_c --> nadh_c + nadp_c,1.6.1.1
NAMNPP,atp_c + h2o_c + nac_c + prpp_c --> adp_c + nicrnt_c + pi_c + ppi_c,6.3.4.21
NAt3_1p5pp,3.0 h_p + 2.0 na1_c --> 3.0 h_c + 2.0 na1_p,NA
NAt3_2pp,2.0 h_p + na1_c --> 2.0 h_c + na1_p,NA
NAt3pp_num1,h_p + na1_c --> h_c + na1_p,NA
NAtex_num1,na1_e --> na1_p,NA
NMNN,h2o_c + nmn_c --> h_c + ncam_c + r5p_c,3.2.2.14
NMNPtpp,nmn_p --> nmn_c,NA
NMNt7pp,h2o_c + nmn_p --> h_c + ncam_c + r5p_c,3.2.2.14
NMNtex_num1,nmn_e --> nmn_p,NA
NDPK1_num1,atp_c + gdp_c --> adp_c + gtp_c,2.7.4.6
NDPK2_num1,atp_c + udp_c --> adp_c + utp_c,2.7.4.6
NNAM,h2o_c + ncam_c --> nac_c + nh4_c,3.5.1.19
MLTGY1pp_num1,murein4p4p_p --> 2.0 anhgm4p_p,NA
NNATr,atp_c + h_c + nicrnt_c --> dnad_c + ppi_c,2.7.7.1
NNDMBRT,dmbzid_c + nicrnt_c --> 5prdmbz_c + h_c + nac_c,2.4.2.21
NDPK3_num1,atp_c + cdp_c --> adp_c + ctp_c,2.7.4.6
NDPK4_num1,atp_c + dtdp_c --> adp_c + dttp_c,2.7.4.6
NDPK5_num1,atp_c + dgdp_c --> adp_c + dgtp_c,2.7.4.6
NDPK6_num1,atp_c + dudp_c --> adp_c + dutp_c,2.7.4.6
NDPK7_num1,atp_c + dcdp_c --> adp_c + dctp_c,2.7.4.6
NNDPR,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,2.4.2.19
NO2t2rpp_num1,h_p + no2_p --> h_c + no2_c,NA
NO2tex_num1,no2_e --> no2_p,NA
NO3R1bpp,no3_p + q8h2_c --> h2o_p + no2_p + q8_c,NA
NO3R1pp_num1,2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_p + no2_c + q8_c,NA
NO3R2bpp,mql8_c + no3_p --> h2o_p + mqn8_c + no2_p,1.7.99.4
NDPK8_num1,atp_c + dadp_c --> adp_c + datp_c,2.7.4.6
PGAMT,gam1p_c --> gam6p_c,5.4.2.10
NO3R2pp_num1,2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_p + mqn8_c + no2_c,NA
NO3t7pp_num1,no2_c + no3_p --> no2_p + no3_c,NA
MLTGY2pp_num1,murein4p3p_p --> anhgm3p_p + anhgm4p_p,NA
NO3tex_num1,no3_e --> no3_p,NA
NODOx,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,1.14.12.17
NODOy,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,1.14.12.17
NTD3_num1,dcmp_c + h2o_c --> dcyt_c + pi_c,3.1.3.5
NTD3pp_num1,dcmp_p + h2o_p --> dcyt_p + pi_p,3.1.3.5
NTD4,cmp_c + h2o_c --> cytd_c + pi_c,3.1.3.5
NTD4pp_num1,cmp_p + h2o_p --> cytd_p + pi_p,3.1.3.5
NOVBCNtex,novbcn_e --> novbcn_p,NA
NTD5_num1,dtmp_c + h2o_c --> pi_c + thymd_c,3.1.3.35
NOVBCNtpp,h_p + novbcn_p --> h_c + novbcn_e,NA
MLTGY3pp_num1,murein3p3p_p --> 2.0 anhgm3p_p,NA
NOtex_num1,no_e --> no_p,NA
NOtpp,no_p --> no_c,NA
NTD5pp_num1,dtmp_p + h2o_p --> pi_p + thymd_p,3.1.3.35
NTD6_num1,damp_c + h2o_c --> dad_2_c + pi_c,3.1.3.5
NTD6pp_num1,damp_p + h2o_p --> dad_2_p + pi_p,3.1.3.5
NTD7,amp_c + h2o_c --> adn_c + pi_c,3.1.3.5
NTD7pp_num1,amp_p + h2o_p --> adn_p + pi_p,3.1.3.5
NTD8_num1,dgmp_c + h2o_c --> dgsn_c + pi_c,3.1.3.5
NTD1_num1,dump_c + h2o_c --> duri_c + pi_c,3.1.3.5
NTD10,h2o_c + xmp_c --> pi_c + xtsn_c,3.1.3.5
NTD10pp_num1,h2o_p + xmp_p --> pi_p + xtsn_p,3.1.3.5
NTD11,h2o_c + imp_c --> ins_c + pi_c,3.1.3.5
NTD8pp_num1,dgmp_p + h2o_p --> dgsn_p + pi_p,3.1.3.5
MLTGY4pp_num1,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p,NA
NTD9,gmp_c + h2o_c --> gsn_c + pi_c,3.1.3.5
NTD9pp_num1,gmp_p + h2o_p --> gsn_p + pi_p,3.1.3.5
NTP1_num1,atp_c + h2o_c --> adp_c + h_c + pi_c,3.6.1.15
NTP10_num1,h2o_c + itp_c --> h_c + idp_c + pi_c,3.6.1
NTD11pp_num1,h2o_p + imp_p --> ins_p + pi_p,3.1.3.5
NTD12_num1,dimp_c + h2o_c --> din_c + pi_c,NA
NTD12pp_num1,dimp_p + h2o_p --> din_p + pi_p,NA
NTD1pp_num1,dump_p + h2o_p --> duri_p + pi_p,3.1.3.5
NTD2_num1,h2o_c + ump_c --> pi_c + uri_c,3.1.3.5
NTP11,ditp_c + h2o_c --> didp_c + h_c + pi_c,NA
NTP12,h2o_c + xtp_c --> h_c + pi_c + xdp_c,3.6.1
NTD2pp_num1,h2o_p + ump_p --> pi_p + uri_p,3.1.3.5
MLTP1,maltpt_c + pi_c --> g1p_c + maltttr_c,2.4.1.1
NTP3,gtp_c + h2o_c --> gdp_c + h_c + pi_c,3.6.1.15
NTP3pp,gtp_p + h2o_p --> gdp_p + h_p + pi_p,3.6.1.15
O2tex_num1,o2_e --> o2_p,NA
NTP5,ctp_c + h2o_c --> cdp_c + h_c + pi_c,3.6.1.15
MLTP2,malthx_c + pi_c --> g1p_c + maltpt_c,2.4.1.1
NTPP1_num1,dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,3.6.1.-
NTPP10,ditp_c + h2o_c --> dimp_c + h_c + ppi_c,3.6.1.-
O2tpp,o2_p --> o2_c,NA
OAADC,h_c + oaa_c --> co2_c + pyr_c,1.1.1.38
OBTFL_num1,2obut_c + coa_c --> for_c + ppcoa_c,2.3.1
OCBT_num1,cbp_c + orn_c --> citr__L_c + h_c + pi_c,2.1.3.3
OCDCAtexi,ocdca_e --> ocdca_p,NA
OCDCEAtexi,ocdcea_e --> ocdcea_p,NA
NTPP11,h2o_c + xtp_c --> h_c + ppi_c + xmp_c,3.6.1.-
NTPP2_num1,gtp_c + h2o_c --> gmp_c + h_c + ppi_c,3.6.1.-
NTPP3_num1,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c,3.6.1.12
NTPP4_num1,ctp_c + h2o_c --> cmp_c + h_c + ppi_c,3.6.1.65
NTPP5_num1,datp_c + h2o_c --> damp_c + h_c + ppi_c,3.6.1.19
OCTAtex_num1,octa_e --> octa_p,NA
OCTDPS,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,2.5.1.90
OCTNLL,atp_c + h_c + octa_c --> amp_c + octapb_c + ppi_c,NA
NTPP6,atp_c + h2o_c --> amp_c + h_c + ppi_c,3.6.1.8
NTPP7_num1,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c,3.6.1.19
OGMEACPD,hgmeACP_c --> egmeACP_c + h2o_c,4.2.1.59
NTPP8,h2o_c + utp_c --> h_c + ppi_c + ump_c,3.6.1.8
OGMEACPR,h_c + nadph_c + ogmeACP_c --> hgmeACP_c + nadp_c,NA
NTPP9,h2o_c + itp_c --> h_c + imp_c + ppi_c,3.6.1.-
OGMEACPS,h_c + malACP_c + malcoame_c --> co2_c + coa_c + ogmeACP_c,NA
MLTP3,malthp_c + pi_c --> g1p_c + malthx_c,2.4.1.1
OHPBAT,glu__L_c + ohpb_c --> akg_c + phthr_c,2.6.1.52
OHPHM,2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c,2.1.1.222
OMBZLM,2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c,2.1.1.201
NTPTP1,dgtp_c + h2o_c --> dgsn_c + pppi_c,3.1.5.1
NTPTP2,gtp_c + h2o_c --> gsn_c + pppi_c,NA
NTRIR2x,5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c,1.7.1.15
NTRIR3pp,2.0 h_p + no2_p + 3.0 q8h2_c --> 2.0 h2o_p + nh4_p + 3.0 q8_c,NA
NTRIR4pp,2.0 h_p + 3.0 mql8_c + no2_p --> 2.0 h2o_p + 3.0 mqn8_c + nh4_p,NA
O16A4COLIPAabctex,atp_c + h2o_c + o16a4colipa_p --> adp_c + h_c + o16a4colipa_e + pi_c,NA
O16A4Lpp,colipa_p + o16a4und_p --> h_p + o16a4colipa_p + udcpdp_p,NA
O16AP1pp,2.0 o16aund_p --> h_p + o16a2und_p + udcpdp_p,NA
O16AP2pp,o16a2und_p + o16aund_p --> h_p + o16a3und_p + udcpdp_p,NA
OMCDC,3c4mop_c + h_c --> 4mop_c + co2_c,1.1.1.85
OMMBLHX,2ommbl_c + 0.5 o2_c --> 2omhmbl_c,NA
OMMBLHX3,2ommbl_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2omhmbl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,NA
OMPDC,h_c + orot5p_c --> co2_c + ump_c,4.1.1.23
OMPHHX,2omph_c + 0.5 o2_c --> 2ombzl_c,NA
OMPHHX3,2omph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ombzl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,NA
OP4ENH,h2o_c + op4en_c --> 4h2opntn_c,4.2.1.80
O16AP3pp,o16a3und_p + o16aund_p --> h_p + o16a4und_p + udcpdp_p,NA
O16AUNDtpp,o16aund_c --> o16aund_p,NA
OPHBDC,3ophb_c + h_c --> 2oph_c + co2_c,4.1.1.98
MMCD,h_c + mmcoa__S_c --> co2_c + ppcoa_c,4.1.1.41
OPHHX,2oph_c + 0.5 o2_c --> 2ohph_c,NA
OPHHX3,2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,NA
OPMEACPD,hpmeACP_c --> epmeACP_c + h2o_c,4.2.1.59
OPMEACPR,h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c,NA
O16GALFT,garagund_c + udpgalfur_c --> gfgaragund_c + h_c + udp_c,NA
O16GLCT1,aragund_c + udpg_c --> garagund_c + h_c + udp_c,NA
O16GLCT2,gfgaragund_c + udpg_c --> h_c + o16aund_c + udp_c,NA
O2Stex_num1,o2s_e --> o2s_p,NA
PGCD,3pg_c + nad_c --> 3php_c + h_c + nadh_c,1.1.1.95
OPMEACPS,gmeACP_c + h_c + malACP_c --> ACP_c + co2_c + opmeACP_c,NA
ORNDC_num1,h_c + orn_c --> co2_c + ptrc_c,4.1.1.17
MMETt2pp,h_p + mmet_p --> h_c + mmet_c,NA
ORNabcpp,atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c,3.6.3.21
ORNtex_num1,orn_e --> orn_p,NA
OROTt2_2pp,2.0 h_p + orot_p --> 2.0 h_c + orot_c,NA
OROTtex_num1,orot_e --> orot_p,NA
ORPT,orot5p_c + ppi_c --> orot_c + prpp_c,2.4.2.10
OXAMTC,oxur_c + pi_c --> cbp_c + oxam_c,2.1.3.5
OXCDC,h_c + oxalcoa_c --> co2_c + forcoa_c,4.1.1.8
PACCOAE,h_c + nadph_c + o2_c + phaccoa_c --> h2o_c + nadp_c + rephaccoa_c,NA
PACCOAL,atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c,6.2.1.30
PANTS,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,6.3.2.1
PAPA120,h2o_c + pa120_c --> 12dgr120_c + pi_c,NA
PAPA120pp,h2o_p + pa120_p --> 12dgr120_p + pi_p,NA
PAPA140,h2o_c + pa140_c --> 12dgr140_c + pi_c,NA
PAPA140pp,h2o_p + pa140_p --> 12dgr140_p + pi_p,NA
PAPA141,h2o_c + pa141_c --> 12dgr141_c + pi_c,NA
PAPA141pp,h2o_p + pa141_p --> 12dgr141_p + pi_p,NA
OXCOAHDH,2oxpaccoa_c + 2.0 h2o_c + nadp_c --> 3oxdhscoa_c + 2.0 h_c + nadph_c,NA
OXDHCOAT,3oxdhscoa_c + coa_c --> 23dhacoa_c + accoa_c,2.3.1.223
P5CD,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,1.2.1.88
P5CR,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,1.5.1.2
PAPA160,h2o_c + pa160_c --> 12dgr160_c + pi_c,3.1.3.4
PAPA160pp,h2o_p + pa160_p --> 12dgr160_p + pi_p,3.1.3.4
PA120abcpp,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c,NA
PA140abcpp,atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_p + pi_c,NA
PAPA161,h2o_c + pa161_c --> 12dgr161_c + pi_c,NA
MMETtex_num1,mmet_e --> mmet_p,NA
PAPA161pp,h2o_p + pa161_p --> 12dgr161_p + pi_p,NA
PAPA180,h2o_c + pa180_c --> 12dgr180_c + pi_c,NA
PAPA180pp,h2o_p + pa180_p --> 12dgr180_p + pi_p,NA
PAPA181,h2o_c + pa181_c --> 12dgr181_c + pi_c,NA
PAPA181pp,h2o_p + pa181_p --> 12dgr181_p + pi_p,NA
PAPPT3,udcpp_c + ugmda_c --> uagmda_c + ump_c,2.7.8.13
PAPSR_num1,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,1.8.4.8
PA141abcpp,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_p + pi_c,NA
PA160abcpp,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c,NA
PA161abcpp,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_p + pi_c,NA
PA180abcpp,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c,NA
PA181abcpp,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c,NA
PACALDt2rpp,h_p + pacald_p --> h_c + pacald_c,NA
PACALDtex_num1,pacald_e --> pacald_p,NA
PGI,g6p_c --> f6p_c,5.3.1.9
PAPSR2_num1,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c,1.8.4.8
PDE1,camp_c + h2o_c --> amp_c + h_c,3.1.4.17
MMM,succoa_c --> mmcoa__S_c,NA
PDE4,35cgmp_c + h2o_c --> gmp_c + h_c,3.1.4.17
PDH,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,1.2.1
PDX5PO2,nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c,NA
PGK,3pg_c + atp_c --> 13dpg_c + adp_c,2.7.2.3
PGL,6pgl_c + h2o_c --> 6pgc_c + h_c,3.1.1.31
PGLYCP,2pglyc_c + h2o_c --> glyclt_c + pi_c,3.1.3.18
PGM_num1,2pg_c --> 3pg_c,5.4.2.1
PGMT_num1,g1p_c --> g6p_c,5.4.2.2
PDX5POi,o2_c + pdx5p_c --> h2o2_c + pydx5p_c,1.4.3.5
PDX5PS,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,NA
MN2t3pp_num1,h_p + mn2_c --> h_c + mn2_p,NA
PDXPP,h2o_c + pdx5p_c --> pi_c + pydxn_c,3.1.3.74
PE120abcpp,atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c,NA
PE140abcpp,atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c,NA
PGP120abcpp,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c,NA
PGP140abcpp,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c,NA
PGP141abcpp,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c,NA
PGP160abcpp,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c,NA
PGP161abcpp,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c,NA
PGP180abcpp,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_p + pi_c,NA
PE141abcpp,atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c,NA
PE160abcpp,atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c,NA
PE161abcpp,atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c,NA
PE180abcpp,atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c,NA
PGP181abcpp,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c,NA
PGPP120_num1,h2o_c + pgp120_c --> pg120_c + pi_c,3.1.3.27
PE181abcpp,atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c,NA
PEAMNOpp,h2o_p + o2_p + peamn_p --> h2o2_p + nh4_p + pacald_p,1.4.3.21
MN2tpp,mn2_p --> mn2_c,NA
PEAMNtex_num1,peamn_e --> peamn_p,NA
PERD,4per_c + nad_c --> h_c + nadh_c + ohpb_c,1.1.1.290
PGPP120pp_num1,h2o_p + pgp120_p --> pg120_p + pi_p,3.1.3.27
PGPP140_num1,h2o_c + pgp140_c --> pg140_c + pi_c,NA
PGPP140pp_num1,h2o_p + pgp140_p --> pg140_p + pi_p,NA
PETNT161pp,lipa_p + pe161_p --> 12dgr161_p + enlipa_p,NA
PGPP141_num1,h2o_c + pgp141_c --> pg141_c + pi_c,NA
MN6PP,h2o_c + man6p_c --> man_c + pi_c,NA
PGPP141pp_num1,h2o_p + pgp141_p --> pg141_p + pi_p,NA
PGPP160_num1,h2o_c + pgp160_c --> pg160_c + pi_c,3.1.3.27
PGPP160pp_num1,h2o_p + pgp160_p --> pg160_p + pi_p,3.1.3.27
PETNT181pp,lipa_p + pe181_p --> 12dgr181_p + enlipa_p,NA
PFK_num1,atp_c + f6p_c --> adp_c + fdp_c + h_c,2.7.1.11
PFK_2,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,2.7.1.11
PFK_3,atp_c + s7p_c --> adp_c + h_c + s17bp_c,2.7.1
PFL_num1,coa_c + pyr_c --> accoa_c + for_c,2.3.1.54
PG120abcpp,atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c,NA
PG140abcpp,atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c,NA
PGPP161_num1,h2o_c + pgp161_c --> pg161_c + pi_c,3.1.3.27
PGPP161pp_num1,h2o_p + pgp161_p --> pg161_p + pi_p,3.1.3.27
PGPP180_num1,h2o_c + pgp180_c --> pg180_c + pi_c,3.1.3.27
PGPP180pp_num1,h2o_p + pgp180_p --> pg180_p + pi_p,3.1.3.27
PGPP181_num1,h2o_c + pgp181_c --> pg181_c + pi_c,3.1.3.27
PGPP181pp_num1,h2o_p + pgp181_p --> pg181_p + pi_p,3.1.3.27
PGSA120,cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c,2.7.8.5
PGSA140,cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c,NA
PG141abcpp,atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c,NA
PG160abcpp,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c,NA
PG161abcpp,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c,NA
PG180abcpp,atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c,NA
PGSA141,cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c,NA
PG181abcpp,atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c,NA
PGSA160,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c,2.7.8.5
MNLptspp,mnl_p + pep_c --> mnl1p_c + pyr_c,NA
PGSA161,cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c,2.7.8.5
PGSA180,cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c,2.7.8.5
PGSA181,cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c,2.7.8.5
PHEMEabcpp,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c,3.6.3.41
PLIPA1A181pp,h2o_p + pa181_p --> 2odec11eg3p_p + ocdcea_p,NA
PLIPA1E120pp,h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p,NA
PHEMEtiex,pheme_p --> pheme_e,NA
PLIPA1E140pp,h2o_p + pe140_p --> 2agpe140_p + h_p + ttdca_p,NA
PLIPA1E141pp,h2o_p + pe141_p --> 2agpe141_p + h_p + ttdcea_p,NA
PLIPA1E160pp,h2o_p + pe160_p --> 2agpe160_p + h_p + hdca_p,3.1.1.32
PHETA1_num1,akg_c + phe__L_c --> glu__L_c + phpyr_c,2.6.1.1
PHETRS,atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c,6.1.1.20
PHEt2rpp_num1,h_p + phe__L_p --> h_c + phe__L_c,NA
PHEtex_num1,phe__L_e --> phe__L_p,NA
PLIPA1E161pp,h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p,NA
PLIPA1E180pp,h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p,3.1.1.32
PLIPA1E181pp,h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p,NA
PHYTSpp,6.0 h2o_p + minohp_p --> inost_p + 6.0 pi_p,NA
MNLtex_num1,mnl_e --> mnl_p,NA
PIt2rpp_num1,h_p + pi_p --> h_c + pi_c,NA
PItex_num1,pi_e --> pi_p,NA
PIuabcpp,atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c,3.6.3.27
PLIPA1G120pp,h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p,NA
PLIPA1G140pp,h2o_p + pg140_p --> 2agpg140_p + h_p + ttdca_p,NA
PLIPA1G141pp,h2o_p + pg141_p --> 2agpg141_p + h_p + ttdcea_p,NA
PLIPA1G160pp,h2o_p + pg160_p --> 2agpg160_p + h_p + hdca_p,NA
PLIPA1G161pp,h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p,NA
PLIPA1A120pp,h2o_p + pa120_p --> 2ddecg3p_p + ddca_p,3.1.1.32
PLIPA1A140pp,h2o_p + pa140_p --> 2tdecg3p_p + ttdca_p,3.1.1.32
PLIPA1G180pp,h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p,NA
MNNH,mana_c --> 2ddglcn_c + h2o_c,4.2.1.8
PLIPA1G181pp,h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p,NA
PLIPA2A120pp,h2o_p + pa120_p --> 1ddecg3p_p + ddca_p + h_p,3.1.1.4
PLIPA1A141pp,h2o_p + pa141_p --> 2tdec7eg3p_p + ttdcea_p,3.1.1.32
PLIPA1A160pp,h2o_p + pa160_p --> 2hdecg3p_p + hdca_p,3.1.1.32
PLIPA1A161pp,h2o_p + pa161_p --> 2hdec9eg3p_p + hdcea_p,NA
PLIPA1A180pp,h2o_p + pa180_p --> 2odecg3p_p + ocdca_p,3.1.1.32
PLIPA2A140pp,h2o_p + pa140_p --> 1tdecg3p_p + h_p + ttdca_p,3.1.1.4
PLIPA2A141pp,h2o_p + pa141_p --> 1tdec7eg3p_p + h_p + ttdcea_p,3.1.1.4
PLIPA2A160pp,h2o_p + pa160_p --> 1hdecg3p_p + h_p + hdca_p,3.1.1.4
PLIPA2A161pp,h2o_p + pa161_p --> 1hdec9eg3p_p + h_p + hdcea_p,NA
PLIPA2A180pp,h2o_p + pa180_p --> 1odecg3p_p + h_p + ocdca_p,3.1.1.4
