,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.6_H,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+AA_CHEM_mu=0.63_P,GLC+AA_CHEM_mu=0.65_P,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
b0190,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.00625,0.131578947,0.480769231,0.330316742,0.539130435,0.258333333,0.76,0.62992126,0.189922481,0.29389313,0.704545455,0.674242424,0.260223048,0.899641577,0.379928315,0.679577465,0.368600683,0.560810811,0.352348993,,,0.851174935,,1.587412587,,,,,,
b0192,47.84421701,131.7998475,35.73813086,17.24939504,,,,,,,,,,,,,,20.08032477,,,,,,,,,,29.28125,25.2125,27.60526316,21.33173077,9,4.626086957,13.79583333,3.024,4.799212598,5.290697674,7.977099237,3.727272727,5.098484848,18.92936803,26.34408602,4.387096774,2.60915493,7.04778157,4.027027027,4.66442953,,,5.511749347,,4.717948718,,,,,,
b0194,2348.508464,4065.180901,1956.928587,1217.20006,1903.122583,1874.765959,1815.483302,1911.796635,1974.12337,1944.311944,2009.618819,2158.841125,2016.952944,2015.296503,2156.327456,2365.212758,2169.178539,2087.703303,2128.38363,2355.511369,2550.678426,2342.159234,2411.66052,2435.673195,2399.506794,2330.523739,2568.897975,1327.3,1313.29375,1023.289474,1040.326923,1230.574661,985.7173913,1157.733333,1283.756,1303.708661,1490.112403,1173.549618,1408.814394,1461.530303,1405.791822,926.781362,1583.376344,1521.876761,1462.266212,1633.506757,1358.711409,1300.596667,1266.19774,1522.45953,1169.650118,1501.881119,1154.667431,2297.84,2585.94,2751.51,2787.4,2985.41
b0195,44.81510766,60.81284284,42.41244815,19.17644931,,,,,,,,,,,,,,,,,,,,,,,,30.5625,40.34375,17.42105263,19.65384615,28.70588235,22.80869565,21.04166667,22.148,24.4488189,31.09302326,20.53053435,23.35606061,20.86363636,21.66171004,35.81003584,39.05734767,22.84859155,31.05802048,28.80067568,35.13087248,7.416666667,9.392655367,17.77806789,11.3286052,22.82051282,9.589449541,,,,,
b0196,1379.077162,2801.189225,740.4450092,648.0805353,251.5099192,228.2683927,207.8720894,249.764575,,,,,239.1941045,215.610654,209.9827321,179.5967147,197.4139527,174.4674378,218.5843512,196.9012446,,174.8504898,197.0924797,165.1930737,167.78199,153.6890148,,519.8375,541.8,250.9368421,255.6634615,220.2352941,204.9565217,252.175,300.696,214.515748,221.0891473,259.240458,228.3409091,239.8901515,243.0855019,421.9283154,284.7562724,274.1619718,375.887372,220.5337838,640.090604,205.28,177.5254237,202.9686684,170.2364066,212.1351981,202.8004587,,,,,
b0197,3892.595929,7077.233476,2607.464581,1515.466085,28736.92775,29615.94123,20892.69035,21243.36646,21747.10262,28834.16265,28361.33102,23104.41105,28224.3509,29014.66342,22272.6298,22968.5032,28789.32147,28466.1209,28728.7273,22004.05523,21785.89624,20909.22827,21498.84315,20179.53156,20927.38077,18849.38741,16980.23788,11416.66875,9801.16875,7573.663158,6715.038462,6937.343891,5347.847826,6600.308333,7377.216,6670.279528,6973.589147,8221.263359,8483.545455,6872.003788,6332.680297,9209.971326,8386.498208,10522.41549,8899.491468,7107.27027,4861.677852,9749.653333,11173.04802,2669.451697,936.9361702,922.6317016,1213.490826,9284.33,10533.52,10923.54,11048.01,8783.28
b0198,298.9140153,649.4289653,252.1974415,163.5352634,,,,,,,,,,,,,,,,,,,,,,,,159.4125,138.40625,261.7210526,195.4855769,65.29411765,99.07391304,184.5,190.08,118.3503937,102.5232558,131.4885496,137.0454545,121.8636364,198.7286245,155.6379928,194.9032258,211.8943662,163.0784983,155.347973,138.466443,118.19,531.0282486,51.47780679,40.57210402,81.45454545,102.0848624,,,,,
b0199,647.9735725,1651.571742,583.2715896,416.3304637,328.5201919,327.3078189,225.3470109,277.0161101,224.7010375,348.8335573,334.3863625,313.0319311,372.4773489,388.6929383,281.8726951,351.208946,448.6720799,470.1068114,501.8635694,323.531923,442.9049653,332.9503118,488.0356694,397.8957041,397.4239185,390.872351,450.4479713,335.79375,312.5625,473.6947368,435.3461538,362.8914027,239.5652174,365.0458333,418.352,340.0551181,296.879845,369.3244275,410.8181818,333.0568182,491.4052045,292.9139785,385.3548387,383.8838028,361.5426621,454.5675676,380.6845638,320.7433333,786.6242938,196.4830287,88.11820331,157.0839161,159.7041284,304.45,326.75,427.27,452.1,489.59
b0200,515.0686227,627.1994992,419.8338697,235.890498,181.1711231,167.463969,148.7095747,,,,176.8818759,151.8072793,159.2582283,166.7736631,142.5677555,,150.9327115,,149.4824389,144.6900008,,137.8124092,,127.6848006,,125.4106965,,102.50625,111.20625,90.21052632,101.7451923,111.8325792,118.7695652,103.1875,99.88,89.11811024,84.73643411,111.0267176,105.4128788,83.92424242,104.4312268,190.9462366,127.8172043,111.2147887,159.6860068,107.4898649,90.46644295,95.48333333,56.92655367,76.0078329,65.1465721,69.14452214,56.87844037,,,,,
b0207,215.8276052,170.0587393,166.1526123,75.50303586,111.0299424,,356.7271706,,,318.2523923,289.2344284,,214.1879448,161.3681744,,,120.7542694,,110.890933,,,179.7695531,,,,,,49.55,124.0875,31.37368421,27,27.13574661,32.96086957,31.3375,29.528,32.14566929,30.59689922,45.20610687,49.75378788,34.22727273,32.05204461,76.64157706,47.50179211,31.87676056,46.18771331,34.96621622,51.12080537,15.75,14.92090395,41.13315927,19.55555556,28.00932401,11.50917431,427.74,587.49,384.79,174.73,130.97
b0208,123.4764349,190.6102975,90.50976577,37.53245555,,,,,,,,,,,,,,,,,,,,,,,,3.8625,3.2125,4.9,3.807692308,3.285067873,4.3,3.808333333,3.04,2.913385827,3.286821705,3.041984733,2.348484848,2.378787879,3.624535316,2.505376344,2.491039427,2.785211268,3.368600683,2.716216216,3.862416107,2.453333333,1.93220339,2.402088773,1.364066194,4.244755245,1.536697248,38.57,31.35,25.33,18.54,19.81
b0209,15.55384677,133.0288787,26.52502123,17.89930998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0212,626.2786871,878.669558,355.3309969,143.8197327,219.7502112,233.9377267,232.5264139,,,177.5298229,158.5357409,191.9377662,151.0922877,106.5710793,133.0732246,,100.6259591,,,120.6642685,118.3857524,85.40193981,,69.74449037,58.17983331,,,81.2875,98.775,172.1368421,144.6682692,111.0723982,155.9391304,138.0416667,94.644,108.7086614,111.2635659,93.60305344,104.0606061,147.2462121,91.37546468,89.65232975,73.84946237,99.37676056,74.64163823,69.86486486,42.71812081,67.86666667,48.11299435,64.25848564,56.35933806,64.86946387,42.79357798,648.16,568.78,380.7,375.2,262.53
b0214,36.00319312,66.2050618,20.64626492,16.34611248,,,,,,,,,,,,,,,,,,,,,,,,9.11875,10.31875,2.363157895,3.158653846,3.642533937,3.508695652,2.608333333,5.572,3.736220472,3.682170543,5.423664122,4.511363636,4.477272727,3.710037175,10.97849462,6.978494624,8.334507042,8.160409556,4.081081081,6.130872483,5.026666667,5.240112994,7.449086162,5.219858156,8.484848485,4.869266055,,,,,
b0215,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225,1.6625,2.778947368,3.6875,3.479638009,5.695652174,3.479166667,5.576,8.208661417,5.209302326,8.599236641,5.053030303,5.625,3.219330855,5.103942652,5.541218638,5.126760563,2.566552901,4.939189189,9.526845638,6.693333333,4.302259887,7.725848564,8.557919622,8.2004662,5.353211009,,,,,
b0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95625,23.55,27.46842105,17.59615385,21.30769231,49.57391304,33.59583333,22.844,27.40944882,23.63178295,31.85114504,32.90909091,,20.9739777,36.22580645,,77.02816901,61.52901024,,20.45637584,15.26333333,10.06779661,,5.576832151,18.76223776,4.701834862,,,,,
b0220,1248.026205,2095.03941,950.8914239,478.9780568,1033.682754,997.0890359,1227.593126,1374.232261,1554.72747,965.9641867,887.860284,1143.532021,706.0816337,582.9074706,931.2417325,812.8708893,537.7902604,603.2795109,668.3378591,665.2638777,,492.1704926,,721.1145866,442.8234498,336.4203228,,1471.8,1643.43125,716.7,671.4903846,542.4705882,603.3304348,626.2458333,533.084,577.6889764,405.4302326,541.0267176,406.969697,439.8560606,509.4349442,1247.491039,951.9390681,600.1267606,1046.419795,314.3445946,1100.899329,343.8766667,164.5621469,351,108.9598109,274.983683,64.14908257,1618.68,1645.85,1452.55,1047.68,1200.61
b0221,913.9858369,1808.904203,468.5029291,125.9594232,333.3893454,254.6318377,285.3102265,271.1811928,92.64295113,138.6160553,291.8100025,,198.2007086,203.1389327,280.5116876,,123.5180515,129.6564294,105.3194209,229.1965058,150.3538192,152.4246109,,,,,,162.95,164.9625,182.5894737,213.2548077,50.42081448,135.2043478,220.3,161.288,73.53543307,54.69379845,83.22137405,44.77651515,109.4280303,154.6394052,51.03225806,42.86021505,30.43661972,17.50853242,66.55743243,49.20469799,1.19,5.375706215,33.64490862,7.170212766,44.09090909,3.633027523,278.96,295.94,214.45,128.73,56.47
b0222,1893.871364,1798.918336,1663.083752,632.9379927,3707.000402,3782.315359,3917.027456,3785.52593,3737.480839,3779.061348,3330.153075,3486.549318,3161.472103,2749.969223,3088.618562,2983.036789,2577.574576,2226.591735,2239.389279,2788.177262,2766.044907,2393.396685,2372.99686,2171.708443,2004.2702,2021.905133,2037.206449,1233.06875,1176.2625,1576.052632,1858.201923,1445.782805,1416.308696,1715.9125,1859.872,1636.23622,1477.081395,1507.072519,1501.587121,1685.159091,1602.624535,1414.709677,1398.795699,1186.704225,1239.116041,1272.168919,1206.154362,858.6666667,765.6045198,1359.642298,975.2907801,1101.470862,665.1697248,2741.42,2733.91,2213.95,1929.9,1661.81
b0223,118.6734641,204.1166038,88.50835391,57.19231014,,,,,,,,,,,,,,,,,,,,,,,,23.30625,31.36875,27.86842105,22.77403846,30.71040724,23.42173913,22.89583333,20.34,18.79527559,17.36046512,26.16412214,21.34090909,22.62878788,21.47211896,29.55197133,31.16129032,20.81690141,36.46416382,21.09459459,32.91946309,22.85333333,20.92937853,14.60052219,16.05437352,11.08391608,16.14678899,,,,,
b0224,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.30625,8.86875,3.078947368,8.956730769,13.67420814,9.552173913,10.85,19.28,12.67716535,18.62403101,15.55343511,19.26136364,24.45075758,14.44237918,9.598566308,32.83512545,28.30633803,7.627986348,26.59797297,22.79530201,,,3.838120104,,3.48018648,,,,,,
b0226,154.148246,270.557034,122.7020206,70.94116507,,,,,,,,,,,,,,,,,,,,,,,,17.28125,9.76875,50.94736842,54.125,65.16742081,85.16956522,56.79166667,56.024,61.13385827,49.17054264,66.51526718,52.45833333,59.28030303,57.11895911,67.60215054,64.11827957,91.37676056,62.40955631,59.91891892,37.33221477,82.58,64.24293785,66.25587467,66.1820331,80.13286713,59.06422018,,,,,
b0232,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975,40.36875,1.752631579,2.846153846,1.325791855,3.295652174,1.35,3.08,6.653543307,2.837209302,4.694656489,2.113636364,,2.87732342,1.408602151,,6.161971831,0.030716724,,0.389261745,,,,,3.750582751,,,,,,
b0237,2083.60723,2969.863144,1920.15986,854.1865155,2595.897249,2517.544876,2732.887327,2981.883842,2897.246078,2452.982674,2452.572752,2674.616589,2328.991283,2189.398405,2602.415465,2689.454623,2034.295267,1892.678206,1910.361316,2445.231375,2274.244985,2183.293572,2044.244286,1979.874532,2110.644765,2109.053573,2113.299731,1299.525,1401.9625,866.6315789,986.6778846,1089.18552,1233.3,1013.595833,1025.272,1104.059055,1143.5,1015.026718,1088.583333,1144.598485,1004.750929,1331.039427,1463.365591,847.8873239,1475.044369,1189.814189,1217.40604,802.95,752.7062147,1169.819843,1245.742317,1389.407925,981.8990826,2374.29,2618.94,2613.85,2197.66,2025.45
b0238,2076.700246,1964.703342,1716.55237,853.4691171,1025.077438,1067.857814,1258.930056,1251.743878,1405.682805,1129.716652,1155.27425,1655.460388,1284.765195,1266.985709,1560.004973,1757.248564,1328.980475,1338.570901,1441.341617,1554.722552,1598.261478,1757.871401,1683.513119,1791.808131,1840.359815,1893.157665,1973.376104,1086.88125,1115.5875,769.9,872.6586538,760.3122172,1101.03913,1129.2875,1354.22,1272.767717,1155.5,1084.041985,1349.162879,886.0568182,1176.565056,1802.612903,1401.523297,1191.088028,1231.559727,1004.628378,1115.728188,1033.303333,1205.69774,1930.992167,962.4397163,1343.065268,1406.366972,1177.16,1703.6,1140.47,1752.08,1112.21
b0239,167.0228395,254.8164215,135.5273081,104.4690471,236.2051392,206.341176,205.0613438,,163.1543876,280.7551552,205.780551,,233.6254826,163.7737452,148.5046075,144.6636563,169.263076,143.3568344,,123.6359382,,120.2294425,95.76270496,104.6888585,101.438878,93.11556105,145.0389533,84.3625,54.9125,60.67368421,67.05769231,74.23076923,71.76956522,57.75,73.068,61.34645669,49.6744186,75.90076336,70.43181818,65.04545455,63.04460967,74.06451613,79.64157706,87.23591549,95.1774744,65.52027027,111.3657718,34.78333333,30.99717514,45.21409922,28.8463357,63.1002331,39.30733945,127.43,101.22,95.18,86.51,83.67
b0240,596.9348031,944.1684966,768.4581733,487.6424929,2271.057553,2346.197151,1924.243336,2113.821188,2473.210782,2705.749945,2680.984723,3024.572325,3328.097314,3067.969871,3260.982035,3446.439109,3045.155936,3185.713935,3104.040405,3771.834219,3301.492891,3820.188987,3454.729771,3183.998471,2662.463878,3199.479863,1793.922896,164.25,138.24375,274.3052632,371.1826923,430.8914027,271.6652174,454.4,515.44,501.5,521.1317829,571.4236641,498.3106061,545.1969697,525.0594796,914.3763441,678.6845878,690.0492958,503.2116041,522.6418919,562.4966443,45.46666667,489.8446328,906.381201,56.8250591,746.5011655,485.7614679,613.03,916.44,1389.64,1275.62,1501.28
b0242,496.5589212,661.1348331,418.0084274,295.6452925,487.9063474,501.4493955,420.3831921,438.776794,419.4843356,457.2772478,475.7947152,411.8854193,441.1216097,459.095871,394.8666816,352.4377924,447.6743936,456.6367714,435.2842383,359.3042004,377.3510418,351.6972006,331.959499,333.8903596,348.7049682,327.4212447,383.6645483,125.91875,135.98125,218.0052632,224.3557692,174.8733032,189.0956522,235.2458333,239.692,187.8543307,194.8255814,184.9580153,208.6515152,232.0378788,233.2379182,134.4587814,253.5985663,239.3978873,195.8600683,238.0945946,268.4228188,172.6366667,256.7881356,135.3968668,133.7966903,189.2983683,122.896789,373.33,414.21,380.29,333.32,326.39
b0243,844.7910131,1400.539823,657.1952654,403.1451819,746.6516107,740.3417488,712.0984778,764.9120636,668.2733872,735.8941512,672.8930109,553.3437153,612.702035,589.2311214,596.8682878,522.2634011,555.1360334,516.2105517,557.8878728,516.9702746,475.6727232,446.8580639,384.5974707,405.4349111,353.2329181,418.7448766,440.3461383,368.2875,327.53125,398.3736842,386.9086538,416.520362,298.0652174,356.7291667,319.4,292.2519685,317.6705426,300.1641221,359.9659091,301.1212121,346.0446097,323.3727599,371.4480287,332.4049296,380.1262799,360.4358108,441.5,172.6966667,183.9548023,258.5979112,129.0567376,283.0675991,113.8417431,745.97,828.97,642.13,518.35,431.34
b0256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.6,,,,
b0259,4.857494144,3.636322539,110.2598738,33.73782013,,,55.28358789,,,,,,62.87769841,,,,54.54818567,,,,,,,,,,,16.64375,19.2625,11.88947368,21.66826923,8.674208145,12.37826087,24.35,20.976,28.44094488,21.93023256,27.2519084,14.92424242,,20.42379182,20.25089606,,19.78873239,12.2662116,,15.90268456,,,,,28.32167832,,,,,,
b0260,1.015099373,0.832662809,11.81878679,17.73697432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,1.793785311,,0.002364066,,0.002293578,,,,,
b0261,227.9471082,438.7580677,145.3339427,92.6683539,,,,,,,,,,,,,,,,,,,,,,,,37.8125,42.6125,39.98947368,32.38461538,44.47058824,37.81304348,24.88333333,33.236,30.48425197,24.05426357,32.05343511,33.81439394,35.11742424,25.41635688,51.78494624,33.01792115,53.23943662,47.02730375,36.11486486,66.37919463,30.83,38.69774011,7.702349869,8.858156028,10.57342657,2.938073394,79.9,77.01,57.19,,43.76
b0268,45.42501139,38.07845812,37.00888647,13.00091673,,,,,,,,,,,,,,,,,,,,,,,,24.93125,5.49375,32.4,54.01442308,48.40723982,42.11304348,64.41666667,31.868,49.40944882,35.9379845,29.38931298,49.97727273,80.3219697,50.51672862,8.100358423,18.86379928,14.74295775,6.709897611,27.36824324,8.298657718,5.726666667,1.624293785,240.926893,83.95035461,171.9044289,0.600917431,,,,,
b0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.26875,11.175,13.3,15.96153846,6.380090498,5.413043478,10.5375,10.456,11.00393701,7.081395349,12.00763359,9.393939394,6.848484848,10.21189591,5.197132616,108.0681004,8.679577465,4.907849829,7.057432432,9.94966443,,,8.302872063,,7.862470862,,,,,,
b0272,30.86520866,35.60701194,21.40956081,15.41339568,,,,,,,,,,,,,,,,,,,,,,,,3.9125,0.86875,0.957894737,0.514423077,8.045248869,5.57826087,10.2125,4.572,4.87007874,6.930232558,8.751908397,11.71590909,,3.148698885,4.394265233,,13.00704225,7.798634812,,8.724832215,,,,,1.361305361,,,,,,
b0273,187.7670928,125.2312547,299.4237538,262.8633181,46.36205633,,33.09513817,,27.72070432,60.48426845,108.3086986,,73.28065975,123.1522655,,54.86484304,95.23852911,166.1238216,135.8267628,45.42661936,37.02784819,31.42602742,40.75420652,54.90287266,31.79254712,75.89806071,149.1569958,15.91875,10.30625,41.02105263,33.25961538,10.82352941,17.26086957,17.51666667,12.828,27.58661417,14.08914729,16.72900763,19.67424242,13.24242424,35.98141264,23.23297491,16.11111111,52.59507042,9.020477816,18.125,4.979865772,135.92,4.889830508,4.537859008,5.014184397,2.512820513,4.841743119,,,,,
b0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.210526316,2.043269231,0.004524887,0.004347826,2.166666667,0.504,0.433070866,0.003875969,0.923664122,0.753787879,0.003787879,1.73605948,0.003584229,0.0609319,0.003521127,0.003412969,0.003378378,0.010067114,,,0.002610966,,0.983682984,,,,,,
b0287,327.2313036,1194.403361,188.9622816,301.1752645,141.0248455,149.2427526,65.79881411,65.1051139,57.777037,185.6633754,,,193.245478,224.6780516,45.41596008,72.18466651,296.2980755,363.5194189,346.2268091,75.32183346,78.92663907,61.8490414,113.3902775,88.46730093,118.9953704,78.47328466,140.3669861,997.76875,1331.925,292.6842105,353.7307692,118.1719457,127.7173913,378.2875,111.496,151.9527559,127.0310078,385.4198473,144.5984848,105.7727273,486.3159851,519.6487455,215.5591398,229.1232394,703.1535836,122.152027,126.1879195,73.79666667,41.09039548,346.1906005,54.76832151,362.2517483,44.22477064,,,,,
b0296,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0375,16.55,0.278947368,3.288461538,0.470588235,0.356521739,6.9,0.756,1.173228346,0.290697674,0.118320611,0.208333333,,0.881040892,0.698924731,,0.89084507,0.303754266,,0.248322148,,,,,3.925407925,,,,,,
b0304,43.96655478,161.9602157,28.19435665,16.4694886,,,,,,,,,,,,,,,,,,,,,,,,78.70625,73.175,28.82105263,24.73076923,25.19004525,9.043478261,14.90833333,5.504,8.035433071,9.965116279,29.88167939,6.636363636,9.227272727,8.598513011,28.25448029,9.52688172,6.387323944,52.90784983,7.074324324,8.489932886,0.193333333,0,8.652741514,0.122931442,7.090909091,0.03440367,,,,,
b0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00625,0.00625,0.005263158,0.004807692,0.004524887,0.004347826,0.245833333,3.008,0.31496063,0.003875969,0.251908397,0.178030303,0.003787879,0.003717472,0.003584229,0.003584229,0.003521127,0.003412969,0.003378378,0.003355705,0.49,1.293785311,0.475195822,10.74940898,11.85314685,4.461009174,,,,,
b0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,0.00625,0.042105263,0.682692308,0.212669683,0.834782609,1.295833333,3.756,0.724409449,0.348837209,0.5,0.484848485,0.178030303,0.059479554,0.47311828,0.014336918,0.86971831,0.003412969,0.128378378,0.016778523,1.663333333,1.607344633,0.224543081,26.96453901,15.91142191,8.098623853,,,,,
b0312,203.865812,358.463498,160.1808732,124.1564323,,,155.686647,,,,,169.7145551,,,,,,,,,,,211.540944,,,,,27.55,20.8,10.62105263,19.06730769,20.38914027,27.57391304,19.79166667,15.936,21.62598425,19.75193798,16.85496183,23.875,26.73106061,22.66171004,36.75268817,23.7311828,30.08098592,19.62798635,30.70608108,33.13087248,33.41666667,28.42372881,21.49086162,49.12056738,33.8997669,62.53669725,,,,,
b0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.766666667,3.65819209,,66.65484634,,11.82110092,,,,,
b0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,0.01875,0.494736842,0.033653846,0.104072398,0.182608696,0.5375,0.3,2.838582677,0.213178295,0.194656489,0.598484848,,0.275092937,0.136200717,,0.35915493,0.300341297,,0.563758389,,,,,0.265734266,,,,,,
b0324,66.81440823,109.2152271,46.50547497,26.54319572,,,,,,,,,,,,,,,,,,,,,,,,3.8625,4.625,3.805263158,4.076923077,6.235294118,3.626086957,4.254166667,3.044,2.141732283,3.837209302,1.91221374,3.390151515,5.007575758,2.669144981,5.47311828,4.229390681,0.771126761,5.088737201,2.912162162,5.137583893,4.29,4.951977401,1.133159269,4.735224586,1.804195804,4.832568807,,,,,
b0325,2218.340554,6430.819231,1911.269859,760.931247,3122.461883,3075.232313,3927.966694,3268.89516,2898.485835,2340.455666,2035.81042,1924.249041,1582.997381,1537.398652,1385.028091,1255.226191,1185.769914,965.8444733,984.9612012,1055.040159,902.8385464,615.4739059,533.7329092,400.814206,368.7190518,346.5634092,349.8848887,2045.075,2200.1125,1803.310526,1448.197115,1185.529412,1210.852174,1074.704167,499.424,878.503937,661.7751938,770.1984733,667.8977273,642.3939394,649.1375465,1234.498208,541.6451613,518.9507042,1306.709898,416.3851351,800.3758389,62.82,30.84180791,392.5639687,24.07328605,204.3986014,14.96330275,7218.62,4104.16,2593.84,1748.31,1311.77
b0329,10931.72238,80612.4754,4301.657202,1100.684236,934.9317933,562.75222,982.2767637,1385.895432,718.9980935,560.7335519,236.5017628,310.1790536,297.8699549,233.5093681,476.0725722,253.7708522,134.4777341,124.5131226,125.7740952,221.0435719,,145.6687886,,81.44433119,,52.19387738,,14575.16875,12272.425,7607.321053,5852.509615,6782.909502,2979.108696,4083.195833,1645.824,3727.074803,2462.131783,4428.938931,2712.598485,2865.69697,2099.847584,3525.677419,787.5232975,1418.679577,3429.501706,1266.101351,1243.516779,325.2733333,100.819209,874.0887728,148.9716312,439.3659674,43.31192661,20606.82,9146.76,10175.61,8421.94,2329.08
b0331,283.4093387,530.6840452,584.2694948,20.66647628,490.5584783,479.0299509,1536.295512,605.2191702,503.8993747,429.528933,1690.612855,390.95219,,,618.6743384,,,,,,,,,,,,,178.25625,148.66875,258.4421053,364.0817308,386.158371,10.99565217,394.4875,8.428,191.7322835,42.91860465,111.7022901,4.265151515,31.76136364,8.572490706,21.77060932,21.05376344,8.024647887,18.53924915,13.42905405,28.08389262,,,6.540469974,,8.414918415,,561.37,,,,
b0333,103.3257238,854.0679052,324.5624033,16.7520557,1144.694013,825.3348682,708.975148,96.36350834,296.4485596,567.5589584,1413.954078,740.6193305,,,1165.96384,,91.8848522,,,,98.49006256,,,,,,92.12962136,146.1875,127.03125,418.5842105,524.8461538,472.7782805,67.94347826,410.3291667,79.216,256.2637795,106.7015504,158.4465649,113.8863636,125.1439394,92.40520446,194.1935484,161.2437276,165.5176056,112.9180887,126.652027,238.033557,,,40.60574413,,64.78787879,,410.52,,,,
b0334,362.3386528,185.7326613,715.903518,21.64560603,1009.334383,1305.190645,514.1143436,331.0257196,332.4338791,833.4019233,679.0576909,537.987445,,,445.7784803,,,,,,,,,,,,,47.58125,52.83125,804.0421053,1051.908654,401.2171946,52.16956522,788.6708333,36.24,232.3740157,66.24806202,91.71755725,27.03030303,55.97727273,33.65427509,36.95340502,51.16487455,32.88380282,36.66894198,49.21283784,42.97651007,,,32.92689295,,42.24009324,,772.14,,,,
b0336,4.765065969,4.032168437,329.1302017,169.0065111,,,,,,,,,,,,,,34.99549615,,,,41.20906104,,,,,,9.79375,12.7875,20.67894737,29.98076923,40.26244344,25.26956522,59.40833333,63.412,74.91338583,136.5465116,73.00381679,67.77651515,56.46590909,109.9962825,56.98924731,72.13978495,74.40492958,42.40614334,116.2094595,66.75503356,35.95,9.245762712,9.718015666,1.768321513,7.151515152,2.105504587,,,,,
b0337,1044.324591,633.4348802,399.6146055,376.5772764,582.6198935,570.9335806,591.6358199,523.1992383,704.8932081,778.2482159,907.0872177,1096.587585,1086.398998,1197.79133,1282.801566,1454.292314,1338.694543,1291.996435,1371.784427,1606.597259,1633.382285,1847.360279,1905.417538,1928.199812,1930.148613,2096.190696,2069.424507,520.35625,566.725,444.2157895,527.7740385,670.719457,618.0782609,682.35,883.356,1160.515748,1403.581395,872.6068702,1106.511364,770.4356061,1045.130112,654.9856631,778.9426523,1079.341549,700.2047782,1001.067568,687.4161074,1111.343333,429.059322,278.8407311,162.6193853,161.044289,124.5068807,648.16,1076.51,1579.59,2113.55,1667.43
b0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89375,0.8625,1.678947368,3.245192308,4.108597285,3.813043478,9.858333333,5.344,11.13385827,5.519379845,6.694656489,3.935606061,,3.6133829,7.333333333,,8.024647887,4.273037543,,2.17114094,,,,,1.090909091,,,,,,
